location;date;trend;day;month
Spain;2020-04-18;New Deal;18;04
Spain;2020-04-18;Íker Jiménez;18;04
Spain;2020-04-18;suso;18;04
Spain;2020-04-18;El tiempo entre costuras;18;04
Spain;2020-04-18;Lautaro y Neymar;18;04
Spain;2020-04-18;anabel alonso;18;04
Spain;2020-04-18;Filipe Duarte;18;04
Spain;2020-04-18;Madina;18;04
Spain;2020-04-18;Vayne;18;04
Spain;2020-04-18;Lays;18;04
Spain;2020-04-18;Kinder Bueno;18;04
Spain;2020-04-18;Pepe Viyuela;18;04
Spain;2020-04-18;Fox News;18;04
Spain;2020-04-18;Tony Montana;18;04
Spain;2020-04-18;Live Aid;18;04
Spain;2020-04-18;Alex Russo;18;04
Spain;2020-04-18;Chocolates Valor;18;04
Spain;2020-04-18;Freire;18;04
Spain;2020-04-18;MAD Lions;18;04
Spain;2020-04-18;Toscana;18;04
Spain;2020-04-18;Yakuza;18;04
Spain;2020-04-18;Carles Enric;18;04
Spain;2020-04-18;El Vendrell;18;04
Spain;2020-04-18;Epi y Blas;18;04
Spain;2020-04-18;Memorias de Idhún;18;04
Spain;2020-04-18;Ratoncito Pérez;18;04
Spain;2020-04-18;Noruega;18;04
Spain;2020-04-18;Alexelcapo;18;04
Spain;2020-04-18;#encasaconvivalavida;18;04
Spain;2020-04-18;#BieberVirtualConcert;18;04
Spain;2020-04-18;#MasterFake;18;04
Spain;2020-04-18;#laUAnoactUA;18;04
Spain;2020-04-18;#SanchezVeteYa;18;04
Spain;2020-04-19;#eofutbolcantera;19;04
Spain;2020-04-19;#CensuraEnCLM;19;04
Spain;2020-04-19;#Tormenta;19;04
Spain;2020-04-19;#AmbrosiasTirma;19;04
Spain;2020-04-19;#TeamPicina;19;04
Spain;2020-04-19;#OrangeCrownLeague12;19;04
Spain;2020-04-19;#TOPCabeceadoresCarrusel;19;04
Spain;2020-04-19;#NCTDREAM_Ridin;19;04
Spain;2020-04-19;#FNCWIN;19;04
Spain;2020-04-19;#YoConIglesias;19;04
Spain;2020-04-19;#EnCasaConVivaLaVida;19;04
Spain;2020-04-19;#PactosUPYD;19;04
Spain;2020-04-19;Brilé;19;04
Spain;2020-04-19;Redondo 1;19;04
Spain;2020-04-19;Talavante;19;04
Spain;2020-04-19;santillana;19;04
Spain;2020-04-19;G.C.;19;04
Spain;2020-04-19;Lulu;19;04
Spain;2020-04-19;Rekkles;19;04
Spain;2020-04-19;Ministro del Interior;19;04
Spain;2020-04-19;Jaemin;19;04
Spain;2020-04-19;Paulina Rubio;19;04
Spain;2020-04-19;Verdasco;19;04
Spain;2020-04-19;Pepe Domingo;19;04
Spain;2020-04-19;Gravísimo;19;04
Spain;2020-04-19;JEMAD;19;04
Spain;2020-04-19;Balón;19;04
Spain;2020-04-19;Newcastle;19;04
Spain;2020-04-19;Lewandowski;19;04
Spain;2020-04-19;Desmentir;19;04
Spain;2020-04-19;Azir;19;04
Spain;2020-04-19;José Manuel Santiago;19;04
Spain;2020-04-19;Henry;19;04
Spain;2020-04-19;Bwipo;19;04
Spain;2020-04-19;Cuerpo;19;04
Spain;2020-04-19;Minimizar;19;04
Spain;2020-04-19;Perkz;19;04
Spain;2020-04-19;CHENLE;19;04
Spain;2020-04-19;el general;19;04
Spain;2020-04-19;#G2WIN;19;04
Spain;2020-04-19;#Felices18Laura;19;04
Spain;2020-04-19;Benemérita;19;04
Spain;2020-04-19;Jefe del Estado Mayor;19;04
Spain;2020-04-19;Morata;19;04
Spain;2020-04-19;#EresAndaluzSi;19;04
Spain;2020-04-19;#liarlapardo80;19;04
Spain;2020-04-19;Fnatic;19;04
Spain;2020-04-19;Marlaska;19;04
Spain;2020-04-19;Guardia Civil;19;04
Spain;2020-04-19;#IglesiasVeteYa;19;04
Spain;2020-04-20;#VisAVisEnVodafoneTV;20;04
Spain;2020-04-20;#CoWeek20;20;04
Spain;2020-04-20;#FixUltimateOnline;20;04
Spain;2020-04-20;#Luimelia;20;04
Spain;2020-04-20;#santjordi2020;20;04
Spain;2020-04-20;#OTAskNia;20;04
Spain;2020-04-20;#TodoEsMentira20A;20;04
Spain;2020-04-20;#420day;20;04
Spain;2020-04-20;#LigaEndesa;20;04
Spain;2020-04-20;#escoltauv;20;04
Spain;2020-04-20;#AskCesc;20;04
Spain;2020-04-20;#GraciasAyuntamientos;20;04
Spain;2020-04-20;#Nonospodranparar;20;04
Spain;2020-04-20;#LunesDeAguas;20;04
Spain;2020-04-20;#20Abril;20;04
Spain;2020-04-20;#IglesiasVetaYa;20;04
Spain;2020-04-20;#BieberVirtualConcert2;20;04
Spain;2020-04-20;#SiempreTuyaMaite;20;04
Spain;2020-04-20;#PrecuelaMdT4;20;04
Spain;2020-04-20;Lance;20;04
Spain;2020-04-20;ollendorf;20;04
Spain;2020-04-20;Manresa;20;04
Spain;2020-04-20;Perpinyà;20;04
Spain;2020-04-20;Luz Pozo Garza;20;04
Spain;2020-04-20;tonkov;20;04
Spain;2020-04-20;Kase O;20;04
Spain;2020-04-20;Scottie Pippen;20;04
Spain;2020-04-20;Valdebebas;20;04
Spain;2020-04-20;El Banco de España;20;04
Spain;2020-04-20;Reverte;20;04
Spain;2020-04-20;Emeterio Gómez;20;04
Spain;2020-04-20;Meritxell Budó;20;04
Spain;2020-04-20;Chava;20;04
Spain;2020-04-20;Travis Scott;20;04
Spain;2020-04-20;Teletubbies;20;04
Spain;2020-04-20;La ACB;20;04
Spain;2020-04-20;angliru;20;04
Spain;2020-04-20;Soldi;20;04
Spain;2020-04-20;Estudiantes;20;04
Spain;2020-04-20;Niall y Liam;20;04
Spain;2020-04-20;David Broncano;20;04
Spain;2020-04-20;Ryan Murphy;20;04
Spain;2020-04-20;El Supremo;20;04
Spain;2020-04-20;#SeBuscaMinistro;20;04
Spain;2020-04-20;Mercedes Milá;20;04
Spain;2020-04-20;#QuedOTEnCasa20A;20;04
Spain;2020-04-20;Ibai Llanos;20;04
Spain;2020-04-20;#LoEstamosConsiguiendo;20;04
Spain;2020-04-20;#laUVaNORESPONDE;20;04
Spain;2020-04-20;#vergUGRenza;20;04
Spain;2020-04-21;#MatrimonioIgualitario;21;04
Spain;2020-04-21;#MediEvil;21;04
Spain;2020-04-21;#CMin;21;04
Spain;2020-04-21;#ResurrectFortesque2;21;04
Spain;2020-04-21;#FiestaEscuchaDiscos;21;04
Spain;2020-04-21;#Luimelia;21;04
Spain;2020-04-21;#Calma1M;21;04
Spain;2020-04-21;#DiaMundialdelaCreatividad;21;04
Spain;2020-04-21;#QuedOTEnCasa21A;21;04
Spain;2020-04-21;#AmpliarEscudoSocial;21;04
Spain;2020-04-21;#SiempreTuyaCamino;21;04
Spain;2020-04-21;#yoveosalvame;21;04
Spain;2020-04-21;#ChollometroYMedionOnTOP;21;04
Spain;2020-04-21;#BlackAndWhiteMusicVideo;21;04
Spain;2020-04-21;#AtinySelcaDay;21;04
Spain;2020-04-21;#LibertadYoutube;21;04
Spain;2020-04-21;#AitanaLiveStradivarius;21;04
Spain;2020-04-21;Lucrecia Montesinos;21;04
Spain;2020-04-21;Obtuve Cher Horowitz;21;04
Spain;2020-04-21;Constantemente;21;04
Spain;2020-04-21;Incomprensible;21;04
Spain;2020-04-21;Herodes;21;04
Spain;2020-04-21;Llarena;21;04
Spain;2020-04-21;Obtuve Regina George;21;04
Spain;2020-04-21;Ricciardo;21;04
Spain;2020-04-21;Paca;21;04
Spain;2020-04-21;Cristina Cifuentes;21;04
Spain;2020-04-21;Ladino;21;04
Spain;2020-04-21;Blair Waldorf;21;04
Spain;2020-04-21;Paseos;21;04
Spain;2020-04-21;Sharpay Evans;21;04
Spain;2020-04-21;Akali;21;04
Spain;2020-04-21;Breaking Bad;21;04
Spain;2020-04-21;Mulero;21;04
Spain;2020-04-21;El 68%;21;04
Spain;2020-04-21;Pombo;21;04
Spain;2020-04-21;Errejón;21;04
Spain;2020-04-21;Torrelavega;21;04
Spain;2020-04-21;LET THERE BE CARNAGE;21;04
Spain;2020-04-21;José María Calleja;21;04
Spain;2020-04-21;Kiko;21;04
Spain;2020-04-21;#MRAcústicoElMundo;21;04
Spain;2020-04-21;Nacho Vidal;21;04
Spain;2020-04-21;#supermercados;21;04
Spain;2020-04-21;#GobiernoGranHermano;21;04
Spain;2020-04-21;#SanchezVeteATuCasa;21;04
Spain;2020-04-21;#NinosEnLaCalleYA;21;04
Spain;2020-04-21;#Brent;21;04
Spain;2020-04-21;#CienciaEnCasa;21;04
Spain;2020-04-21;#paro;21;04
Spain;2020-04-22;#Loki;22;04
Spain;2020-04-22;#따뜻한_봄에_와줘서_고마워_제노야;22;04
Spain;2020-04-22;#SEENCovid19;22;04
Spain;2020-04-22;#KindButNotSoft;22;04
Spain;2020-04-22;#OurPrinceJenoDay;22;04
Spain;2020-04-22;#Th1WebinarTurismo;22;04
Spain;2020-04-22;#QuemadUS22A;22;04
Spain;2020-04-22;#LosHombresDePaco;22;04
Spain;2020-04-22;#WeAreWeird;22;04
Spain;2020-04-22;#DiaDeLosLakers;22;04
Spain;2020-04-22;#RevenuDeBase;22;04
Spain;2020-04-22;#FelicidadesMaite;22;04
Spain;2020-04-22;#22Abril;22;04
Spain;2020-04-22;#FiestaEscuchaDiscos;22;04
Spain;2020-04-22;#QuedOTEnCasa22A;22;04
Spain;2020-04-22;#SanchezGlobalista;22;04
Spain;2020-04-22;#Karmaland;22;04
Spain;2020-04-22;#DiaMundialDeLaTierra;22;04
Spain;2020-04-22;george soros;22;04
Spain;2020-04-22;Canadell;22;04
Spain;2020-04-22;Día Internacional de la Tierra;22;04
Spain;2020-04-22;ada colau;22;04
Spain;2020-04-22;Grande Pablo;22;04
Spain;2020-04-22;gracias ministra;22;04
Spain;2020-04-22;Skippy;22;04
Spain;2020-04-22;Jabbar;22;04
Spain;2020-04-22;Purple;22;04
Spain;2020-04-22;José Luis Ábalos;22;04
Spain;2020-04-22;pedro zerolo;22;04
Spain;2020-04-22;Yellow;22;04
Spain;2020-04-22;Cassano;22;04
Spain;2020-04-22;Príncipe Gitano;22;04
Spain;2020-04-22;Divac;22;04
Spain;2020-04-22;BLACKPINK;22;04
Spain;2020-04-22;Artest;22;04
Spain;2020-04-22;Horry;22;04
Spain;2020-04-22;Lenin;22;04
Spain;2020-04-22;#condenainjustaisaserra;22;04
Spain;2020-04-22;#TejiendoAlas;22;04
Spain;2020-04-22;#NoNosCallaran;22;04
Spain;2020-04-22;Les Luthiers;22;04
Spain;2020-04-22;#RE3Xbox;22;04
Spain;2020-04-22;Margarita Robles;22;04
Spain;2020-04-22;#PaguitaAbascal;22;04
Spain;2020-04-22;#22Abr;22;04
Spain;2020-04-22;#sostenible;22;04
Spain;2020-04-22;#SesionDeControl;22;04
Spain;2020-04-22;#TodosProtegidos;22;04
Spain;2020-04-22;#Aruseros352;22;04
Spain;2020-04-22;#TrabajoSocialResponsable;22;04
Spain;2020-04-23;#bpmRecomiéndanos;23;04
Spain;2020-04-23;#felizdiadearagon;23;04
Spain;2020-04-23;#ServiryProteger;23;04
Spain;2020-04-23;#Quijote;23;04
Spain;2020-04-23;#DecodingTheGame;23;04
Spain;2020-04-23;#internationalbookday;23;04
Spain;2020-04-23;#edirecto;23;04
Spain;2020-04-23;#UDCNonEscoita;23;04
Spain;2020-04-23;#Nadaquecelebrar;23;04
Spain;2020-04-23;#MercadoCentral146;23;04
Spain;2020-04-23;#RelatoPanenka;23;04
Spain;2020-04-23;#LaCasaDeLasFlores3;23;04
Spain;2020-04-23;#Ramadan;23;04
Spain;2020-04-23;#Lesmes;23;04
Spain;2020-04-23;#AlcorconazoEnGol;23;04
Spain;2020-04-23;#EA26QuédateEnCasa;23;04
Spain;2020-04-23;#LeonSinCastilla;23;04
Spain;2020-04-23;#NFLDraftEsp;23;04
Spain;2020-04-23;#VergURJCenza;23;04
Spain;2020-04-23;#QuedOTEnCasa23A;23;04
Spain;2020-04-23;Zara;23;04
Spain;2020-04-23;Sant Jordi;23;04
Spain;2020-04-23;Santiago Posteguillo;23;04
Spain;2020-04-23;Moyano;23;04
Spain;2020-04-23;Freire;23;04
Spain;2020-04-23;La Cayetana;23;04
Spain;2020-04-23;El Consejo de Enfermería;23;04
Spain;2020-04-23;Guillotina;23;04
Spain;2020-04-23;Tonali;23;04
Spain;2020-04-23;Patas;23;04
Spain;2020-04-23;Makoke;23;04
Spain;2020-04-23;La Euroliga;23;04
Spain;2020-04-23;Dólares;23;04
Spain;2020-04-23;Red Dead Redemption 2;23;04
Spain;2020-04-23;Rodrigo Rato;23;04
Spain;2020-04-23;lagarde;23;04
Spain;2020-04-23;Taehyung;23;04
Spain;2020-04-23;Gobierno de Murcia;23;04
Spain;2020-04-23;La UEFA;23;04
Spain;2020-04-23;Fonsi Loaiza;23;04
Spain;2020-04-23;#FlavioCalma1M;23;04
Spain;2020-04-23;#FelizDiaDelLibro2020;23;04
Spain;2020-04-23;#BetisEnCasa;23;04
Spain;2020-04-23;Manuel Castells;23;04
