location;date;trend;day;month
Spain;2020-01-09;#AOTennis2Nacon;09;01
Spain;2020-01-09;#legislaturaarv;09;01
Spain;2020-01-09;Erik Morán;09;01
Spain;2020-01-09;Medvedev;09;01
Spain;2020-01-10;#1917Movie;10;01
Spain;2020-01-10;#MilenioLive;10;01
Spain;2020-01-10;#yoveosalvame;10;01
Spain;2020-01-10;#AhoraCaigo;10;01
Spain;2020-01-10;#AuronPlayEstaMamadisimo;10;01
Spain;2020-01-10;#UnaSolucionParaUberYa;10;01
Spain;2020-01-10;#rtveisoverparty;10;01
Spain;2020-01-10;#EuroligaDAZN;10;01
Spain;2020-01-10;#AnimeAwards;10;01
Spain;2020-01-10;#hispanostve10e;10;01
Spain;2020-01-10;#SHUWHU;10;01
Spain;2020-01-10;#venacenarjosé;10;01
Spain;2020-01-10;#LunaLlena;10;01
Spain;2020-01-10;#FaziletNova10Ene;10;01
Spain;2020-01-10;#DakarTVE10EN;10;01
Spain;2020-01-10;#freecodefridaycontest;10;01
Spain;2020-01-10;#TeAlquilo10E;10;01
Spain;2020-01-10;#SkamEspaña;10;01
Spain;2020-01-10;#MiCasaKikoRivera;10;01
Spain;2020-01-10;#RareListeningParty;10;01
Spain;2020-01-10;Brandon;10;01
Spain;2020-01-10;Cascarilla;10;01
Spain;2020-01-10;Selecta;10;01
Spain;2020-01-10;Paramount;10;01
Spain;2020-01-10;Mario Vaquerizo;10;01
Spain;2020-01-10;Sábado Deluxe;10;01
Spain;2020-01-10;Sheffield;10;01
Spain;2020-01-10;José Couso;10;01
Spain;2020-01-10;La Junta Electoral Provincial;10;01
Spain;2020-01-10;Bob Pop;10;01
Spain;2020-01-10;Karev;10;01
Spain;2020-01-10;Ánimo Javier;10;01
