trend;start_lifetime;total_tweets;total_hashtags;total_mentions;total_reply_to;total_url;total_photo;total_retweets;total_likes;total_replies;total_interaction;tweet_count_01;tweet_count_12;tweet_count_23;tweet_count_34;tweet_count_45;tweet_count_56;tweet_count_67;tweet_vel_01;tweet_vel_12;tweet_vel_23;tweet_vel_34;tweet_vel_45;tweet_vel_56;tweet_vel_67;tweet_acc_01;tweet_acc_12;tweet_acc_23;tweet_acc_34;tweet_acc_45;tweet_acc_56;tweet_acc_67;user_count_01;user_count_12;user_count_23;user_count_34;user_count_45;user_count_56;user_count_67
#clubprensamundocyl;9;3174;3174;3418;3897;790;551;7367.0;27058.0;2563.0;36988.0;0;4;9;190;1198;1967;1967;0;4;5;181;1008;769;0;0;4;1;176;827;-239;-769;0;4;9;178;1129;1850;1844
#clubprensamundocyl;10;2210;2210;2286;2912;109;184;5303.0;34410.0;1888.0;41601.0;0;0;0;137;837;1415;1373;0;0;0;137;700;578;-42;0;0;0;137;563;-122;-620;0;0;0;124;795;1360;1317
#coronavirus;18;1760;1760;1839;2671;111;157;3106.0;21067.0;1856.0;26029.0;6;13;7;105;649;1104;1098;6;7;-6;98;544;455;-6;6;1;-13;104;446;-89;-461;6;13;7;101;619;1050;1042
#coronavirus;21;3846;3846;4006;5885;96;194;7661.0;32539.0;3569.0;43769.0;2;11;14;235;1471;2452;2359;2;9;3;221;1236;981;-93;2;7;-6;218;1015;-255;-1074;2;10;13;227;1402;2322;2215
#mariposasucm;9;1706;1706;1768;2498;55;104;2339.0;19074.0;1193.0;22606.0;0;0;0;130;673;1058;1033;0;0;0;130;543;385;-25;0;0;0;130;413;-158;-410;0;0;0;126;657;1029;991
#8m;10;1165;1165;1226;1959;29;76;2282.0;12838.0;1228.0;16348.0;0;0;0;93;659;566;506;0;0;0;93;566;-93;-60;0;0;0;93;473;-659;33;0;0;0;89;615;526;464
posible;9;2523;2523;2649;3932;135;118;10217.0;46627.0;2003.0;58847.0;0;0;0;162;940;1544;1583;0;0;0;162;778;604;39;0;0;0;162;616;-174;-565;0;0;0;148;834;1358;1390
hablar;9;118;251;127;138;9;22;7442.0;19165.0;1241.0;27848.0;0;0;0;11;37;62;81;0;0;0;11;26;25;19;0;0;0;11;15;-1;-6;0;0;0;10;30;48;61
hablar;10;2296;2296;2554;3511;418;460;13682.0;35391.0;3623.0;52696.0;0;0;0;139;880;1450;1416;0;0;0;139;741;570;-34;0;0;0;139;602;-171;-604;0;0;0;129;787;1295;1267
hablar;14;3502;3502;4025;5253;441;441;12319.0;35986.0;3880.0;52185.0;0;0;0;217;1390;2272;2112;0;0;0;217;1173;882;-160;0;0;0;217;956;-291;-1042;0;0;0;199;1267;2041;1871
forma;9;1499;1499;1633;2495;250;173;9544.0;16016.0;1309.0;26869.0;0;0;0;94;594;978;905;0;0;0;94;500;384;-73;0;0;0;94;406;-116;-457;0;0;0;82;533;860;795
educacion;9;18;37;18;22;2;2;4623.0;12028.0;103.0;16754.0;0;0;0;0;0;0;18;0;0;0;0;0;0;18;0;0;0;0;0;0;18;0;0;0;0;0;0;12
bandera;9;10712;10712;11193;15372;509;745;22084.0;75597.0;8802.0;106483.0;14;22;518;3205;5259;5038;4921;14;8;496;2687;2054;-221;-117;14;-6;488;2191;-633;-2275;104;13;21;494;3021;4941;4726;4619
oficial;9;3501;3501;3564;4562;71;210;12439.0;43867.0;2830.0;59136.0;9;16;171;997;1710;1686;1611;9;7;155;826;713;-24;-75;9;-2;148;671;-113;-737;-51;7;14;163;957;1636;1602;1537
oficial;11;4573;4573;4795;5840;1130;418;15131.0;52444.0;4369.0;71944.0;3;3;204;1305;2183;2221;2183;3;0;201;1101;878;38;-38;3;-3;201;900;-223;-840;-76;3;3;193;1187;1947;1961;1950
mayor;10;2477;2477;2519;3696;95;177;10463.0;27648.0;2282.0;40393.0;5;9;113;737;1192;1162;1167;5;4;104;624;455;-30;5;5;-1;100;520;-169;-485;35;4;8;109;705;1134;1103;1121
mayor;17;5517;5517;5722;7508;310;459;11072.0;78283.0;4529.0;93884.0;8;17;243;1613;2772;2624;2494;8;9;226;1370;1159;-148;-130;8;1;217;1144;-211;-1307;18;7;16;233;1534;2634;2489;2378
mayor;21;2988;2988;3187;4339;256;289;21958.0;26283.0;4058.0;52299.0;0;0;146;916;1484;1402;1358;0;0;146;770;568;-82;-44;0;0;146;624;-202;-650;38;0;0;137;866;1402;1335;1299
miedo;10;1985;1985;2119;2942;188;201;10352.0;43163.0;2475.0;55990.0;0;0;85;582;980;944;920;0;0;85;497;398;-36;-24;0;0;85;412;-99;-434;12;0;0;82;551;928;900;872
manos;9;5698;5698;5848;8068;240;316;13512.0;59272.0;7184.0;79968.0;10;17;280;1720;2854;2750;2554;10;7;263;1440;1134;-104;-196;10;-3;256;1177;-306;-1238;-92;10;16;264;1630;2711;2607;2411
manos;12;2250;2250;2378;3219;503;270;11869.0;34602.0;2066.0;48537.0;10;16;98;668;1086;1037;1056;10;6;82;570;418;-49;19;10;-4;76;488;-152;-467;68;9;14;89;613;997;937;935
queda;11;7025;7025;7584;11155;990;577;40947.0;97073.0;15430.0;153450.0;0;3;368;2156;3546;3331;3111;0;3;365;1788;1390;-215;-220;0;3;362;1423;-398;-1605;-5;0;3;331;1892;3099;2931;2737
queda;22;7469;7469;7923;11740;388;520;17144.0;54817.0;6113.0;78074.0;7;15;368;2194;3644;3520;3450;7;8;353;1826;1450;-124;-70;7;1;345;1473;-376;-1574;54;7;15;344;2025;3350;3258;3182
llegue;12;10359;10359;10720;14825;496;685;20506.0;112871.0;8316.0;141693.0;14;30;474;2961;5005;5000;4866;14;16;444;2487;2044;-5;-134;14;2;428;2043;-443;-2049;-129;13;28;448;2768;4650;4635;4512
dicen;14;9480;9480;9787;13869;352;644;24871.0;98878.0;9532.0;133281.0;12;24;459;2814;4679;4491;4330;12;12;435;2355;1865;-188;-161;12;0;423;1920;-490;-2053;27;10;21;424;2535;4234;4102;3944
igualdad;9;4842;4842;5033;6931;320;394;18481.0;53329.0;7919.0;79729.0;4;8;216;1466;2430;2253;2192;4;4;208;1250;964;-177;-61;4;0;204;1042;-286;-1141;116;4;8;208;1394;2292;2111;2045
viene;9;4082;4082;4281;5720;590;450;18819.0;59506.0;9571.0;87896.0;0;0;192;1143;1999;2041;1891;0;0;192;951;856;42;-150;0;0;192;759;-95;-814;-192;0;0;165;969;1667;1677;1597
viene;16;3361;3361;3547;4666;215;323;11203.0;39951.0;3339.0;54493.0;9;15;175;966;1631;1606;1546;9;6;160;791;665;-25;-60;9;-3;154;631;-126;-690;-35;9;14;166;908;1532;1513;1457
viene;18;12263;12263;12698;17469;773;1066;19746.0;89952.0;9462.0;119160.0;11;24;559;3610;6014;5774;5679;11;13;535;3051;2404;-240;-95;11;2;522;2516;-647;-2644;145;10;22;532;3351;5581;5360;5253
viene;19;6519;6519;7147;10261;414;733;17456.0;64660.0;4637.0;86753.0;27;52;314;1910;3182;3099;2996;27;25;262;1596;1272;-83;-103;27;-2;237;1334;-324;-1355;-20;18;36;285;1725;2878;2834;2760
viene;21;9819;9819;10163;13129;1033;914;19340.0;86857.0;6260.0;112457.0;8;16;487;2837;4839;4730;4485;8;8;471;2350;2002;-109;-245;8;0;463;1879;-348;-2111;-136;7;15;459;2634;4474;4372;4172
espero;12;5256;5256;5419;8087;136;257;16184.0;89584.0;6016.0;111784.0;8;18;283;1562;2525;2480;2440;8;10;265;1279;963;-45;-40;8;2;255;1014;-316;-1008;5;8;16;256;1431;2318;2277;2253
grande;11;3087;3087;3230;4329;246;362;10224.0;40294.0;3142.0;53660.0;0;0;170;928;1517;1497;1400;0;0;170;758;589;-20;-97;0;0;170;588;-169;-609;-77;0;0;165;878;1430;1411;1320
grande;19;9122;9122;9516;14253;597;690;15688.0;63180.0;6612.0;85480.0;12;22;408;2573;4429;4419;4273;12;10;386;2165;1856;-10;-146;12;-2;376;1779;-309;-1866;-136;12;22;383;2396;4128;4102;3957
nivel;10;5139;5139;5467;7534;395;565;19604.0;59734.0;4674.0;84012.0;6;12;257;1523;2534;2455;2342;6;6;245;1266;1011;-79;-113;6;0;239;1021;-255;-1090;-34;6;12;239;1378;2296;2244;2147
nivel;14;3607;3607;3653;4887;112;234;11475.0;48750.0;3160.0;63385.0;0;8;158;1050;1721;1662;1728;0;8;150;892;671;-59;66;0;8;142;742;-221;-730;125;0;8;153;997;1618;1555;1609
decir;15;8899;8899;9207;13644;611;544;21753.0;79981.0;6929.0;108663.0;14;26;449;2665;4352;4193;4084;14;12;423;2216;1687;-159;-109;14;-2;411;1793;-529;-1846;50;13;25;420;2454;4020;3880;3757
decir;16;4650;4650;4814;6147;93;281;8971.0;40059.0;5047.0;54077.0;6;13;226;1349;2255;2197;2163;6;7;213;1123;906;-58;-34;6;1;206;910;-217;-964;24;6;12;211;1291;2155;2080;2044
decir;17;3194;3194;3292;4737;183;224;15407.0;41691.0;3275.0;60373.0;9;15;176;905;1458;1432;1551;9;6;161;729;553;-26;119;9;-3;155;568;-176;-579;145;9;15;163;847;1387;1361;1452
decir;18;1079;1079;1102;1494;53;59;3007.0;19705.0;1887.0;24599.0;0;0;88;88;516;516;475;0;0;88;0;428;0;-41;0;0;88;-88;428;-428;-41;0;0;86;86;498;498;451
decir;19;5784;5784;5910;8142;193;289;14015.0;51469.0;4633.0;70117.0;9;17;242;1693;2853;2755;2680;9;8;225;1451;1160;-98;-75;9;-1;217;1226;-291;-1258;23;8;14;226;1561;2647;2585;2530
decir;20;4274;4274;4669;6460;352;468;12003.0;49484.0;5916.0;67403.0;5;10;214;1296;2145;2034;1910;5;5;204;1082;849;-111;-124;5;0;199;878;-233;-960;-13;5;10;203;1172;1921;1822;1720
decir;22;4858;4858;5029;6886;534;441;17682.0;54778.0;4529.0;76989.0;5;9;250;1439;2332;2281;2271;5;4;241;1189;893;-51;-10;5;-1;237;948;-296;-944;41;5;9;240;1327;2131;2086;2081
decir;23;8094;8094;8296;11158;508;618;14083.0;63834.0;6282.0;84199.0;9;15;368;2308;3925;3845;3792;9;6;353;1940;1617;-80;-53;9;-3;347;1587;-323;-1697;27;8;14;344;2145;3661;3596;3511
sanchez;15;8998;8998;9203;13915;313;529;21101.0;75554.0;9178.0;105833.0;15;21;411;2655;4346;4205;4226;15;6;390;2244;1691;-141;21;15;-9;384;1854;-553;-1832;162;15;21;388;2420;3990;3892;3884
tenia;9;5413;5413;5516;6315;104;312;14915.0;63835.0;5721.0;84471.0;17;25;259;1571;2645;2548;2492;17;8;234;1312;1074;-97;-56;17;-9;226;1078;-238;-1171;41;16;24;242;1462;2461;2391;2340
tenia;16;2035;2035;2091;3106;88;119;10913.0;26330.0;1850.0;39093.0;4;9;5;530;1041;1013;985;4;5;-4;525;511;-28;-28;4;1;-9;529;-14;-539;0;4;9;5;514;1009;977;950
tenia;18;5890;5890;6037;8337;217;374;13221.0;57411.0;5612.0;76244.0;0;7;271;1804;2950;2779;2669;0;7;264;1533;1146;-171;-110;0;7;257;1269;-387;-1317;61;0;7;255;1685;2754;2593;2499
tenia;21;438;438;464;553;25;53;1125.0;33358.0;598.0;35081.0;0;0;0;0;0;0;438;0;0;0;0;0;0;438;0;0;0;0;0;0;438;0;0;0;0;0;0;419
programa;9;4119;4119;4410;5143;1004;694;10051.0;37418.0;3521.0;50990.0;4;9;190;1198;1967;1967;1958;4;5;181;1008;769;0;-9;4;1;176;827;-239;-769;-9;4;9;178;1129;1850;1844;1837
suerte;12;5190;5190;5372;8195;176;259;7191.0;30833.0;3795.0;41819.0;7;15;271;1515;2477;2449;2435;7;8;256;1244;962;-28;-14;7;1;248;988;-282;-990;14;7;15;260;1421;2323;2310;2303
suerte;14;3272;3272;3397;4602;199;286;15893.0;42250.0;4475.0;62618.0;0;0;138;937;1580;1571;1554;0;0;138;799;643;-9;-17;0;0;138;661;-156;-652;-8;0;0;136;903;1502;1488;1486
nombre;20;3537;3537;3619;4801;154;229;7023.0;29340.0;2503.0;38866.0;5;5;160;1010;1725;1722;1647;5;0;155;850;715;-3;-75;5;-5;155;695;-135;-718;-72;5;5;149;943;1614;1590;1517
primer;9;4218;4218;4482;6425;372;453;9251.0;30848.0;3207.0;43306.0;6;11;192;1240;2062;2004;1958;6;5;181;1048;822;-58;-46;6;-1;176;867;-226;-880;12;6;10;178;1157;1929;1877;1827
primer;10;5037;5037;5233;7748;125;248;10121.0;41311.0;4746.0;56178.0;9;14;235;1471;2452;2359;2341;9;5;221;1236;981;-93;-18;9;-4;216;1015;-255;-1074;75;8;13;227;1402;2322;2215;2205
primer;12;3262;3262;3307;4366;103;204;8973.0;52813.0;3559.0;65345.0;0;0;162;954;1565;1548;1535;0;0;162;792;611;-17;-13;0;0;162;630;-181;-628;4;0;0;148;885;1463;1449;1442
primer;16;2769;2769;2866;3819;201;245;5163.0;21609.0;2296.0;29068.0;0;0;112;777;1337;1325;1320;0;0;112;665;560;-12;-5;0;0;112;553;-105;-572;7;0;0;104;719;1233;1222;1213
primer;22;1228;2462;1437;1235;121;968;9580.0;20848.0;760.0;31188.0;0;0;62;444;718;565;448;0;0;62;382;274;-153;-117;0;0;62;320;-108;-427;36;0;0;60;416;677;548;417
mujer;13;4440;4440;5067;6668;587;540;17303.0;48599.0;5532.0;71434.0;0;0;217;1390;2272;2112;1951;0;0;217;1173;882;-160;-161;0;0;217;956;-291;-1042;-1;0;0;199;1267;2041;1871;1742
mujer;15;4648;4648;5041;5814;672;798;9001.0;35023.0;3644.0;47668.0;9;188;1190;1944;1807;1708;1642;9;179;1002;754;-137;-99;-66;9;170;823;-248;-891;38;33;9;178;1120;1821;1688;1587;1528
mujer;17;13222;13222;13780;18990;621;921;28982.0;111124.0;10901.0;151007.0;8;518;3205;5259;5038;4921;4971;8;510;2687;2054;-221;-117;50;8;502;2177;-633;-2275;104;167;8;494;3021;4941;4726;4619;4662
mujer;18;4344;4344;4425;5593;93;261;16554.0;74129.0;3591.0;94274.0;7;171;997;1710;1686;1611;1654;7;164;826;713;-24;-75;43;7;157;662;-113;-737;-51;118;7;163;957;1636;1602;1537;1561
poder;13;5639;5639;5894;7248;1394;523;17910.0;62406.0;5500.0;85816.0;0;204;1305;2183;2221;2183;2113;0;204;1101;878;38;-38;-70;0;204;897;-223;-840;-76;-32;0;193;1187;1947;1961;1950;1892
poder;14;6760;6760;7003;9269;369;562;12981.0;87243.0;5670.0;105894.0;9;243;1613;2772;2624;2494;2514;9;234;1370;1159;-148;-130;20;9;225;1136;-211;-1307;18;150;9;233;1534;2634;2489;2378;2406
poder;16;6966;6966;7134;9937;308;385;19335.0;79127.0;8659.0;107121.0;7;280;1720;2854;2750;2554;2489;7;273;1440;1134;-104;-196;-65;7;266;1167;-306;-1238;-92;131;6;264;1630;2711;2607;2411;2348
falta;16;9153;9153;9732;14364;475;639;24150.0;71972.0;7984.0;104106.0;8;368;2194;3644;3520;3450;3431;8;360;1826;1450;-124;-70;-19;8;352;1466;-376;-1574;54;51;8;344;2025;3350;3258;3182;3125
#igualdad;15;11606;11606;11992;16902;431;785;28585.0;118982.0;10990.0;158557.0;12;459;2814;4679;4491;4330;4289;12;447;2355;1865;-188;-161;-41;12;435;1908;-490;-2053;27;120;11;424;2535;4234;4102;3944;3927
#endefensadelasanidadpública;10;3177;3177;3365;4269;414;488;9999.0;62845.0;5401.0;78245.0;3;133;764;1230;1205;1206;1205;3;130;631;466;-25;1;-1;3;127;501;-165;-491;26;-2;3;128;726;1172;1140;1131;1129
#buenviaje;10;4925;4925;5200;6992;706;526;23437.0;73940.0;10883.0;108260.0;0;192;1143;1999;2041;1891;1741;0;192;951;856;42;-150;-150;0;192;759;-95;-814;-192;0;0;165;969;1667;1677;1597;1479
#greco;10;15201;15201;15722;21657;951;1320;22431.0;104314.0;11131.0;137876.0;13;559;3610;6014;5774;5679;5804;13;546;3051;2404;-240;-95;125;13;533;2505;-647;-2644;145;220;12;532;3351;5581;5360;5253;5329
#apostolado;10;8027;8027;8804;12768;515;896;19177.0;73887.0;5580.0;98644.0;25;314;1910;3182;3099;2996;2993;25;289;1596;1272;-83;-103;-3;25;264;1307;-324;-1355;-20;100;18;285;1725;2878;2834;2760;2745
#museodelgreco;10;12030;12030;12436;16147;1263;1103;24087.0;105000.0;7547.0;136634.0;8;487;2837;4839;4730;4485;4455;8;479;2350;2002;-109;-245;-30;8;471;1871;-348;-2111;-136;215;8;459;2634;4474;4372;4172;4140
resto;10;6427;6427;6622;9852;178;312;18498.0;99549.0;6975.0;125022.0;10;283;1562;2525;2480;2440;2375;10;273;1279;963;-45;-40;-65;10;263;1006;-316;-1008;5;-25;8;256;1431;2318;2277;2253;2199
resto;19;3592;3592;3835;5342;143;294;6834.0;27241.0;2775.0;36850.0;5;143;885;1479;1424;1322;1278;5;138;742;594;-55;-102;-44;5;133;604;-148;-649;-47;58;5;125;795;1329;1278;1196;1159
sistema;22;3605;3605;3765;5082;381;329;9733.0;34335.0;2792.0;46860.0;5;146;874;1471;1358;1323;1368;5;141;728;597;-113;-35;45;5;136;587;-131;-710;78;80;5;136;827;1382;1283;1258;1280
todavia;12;4390;4390;4587;6386;290;426;11065.0;52490.0;3488.0;67043.0;3;161;1088;1813;1632;1609;1667;3;158;927;725;-181;-23;58;3;155;769;-202;-906;158;81;3;153;1036;1717;1550;1526;1569
familias;10;11223;11223;11688;17446;739;848;17832.0;73742.0;7941.0;99515.0;10;408;2573;4429;4419;4273;4221;10;398;2165;1856;-10;-146;-52;10;388;1767;-309;-1866;-136;94;10;383;2396;4128;4102;3957;3922
quieren;10;6303;6303;6714;9197;464;684;25897.0;79487.0;5982.0;111366.0;6;257;1523;2534;2455;2342;2319;6;251;1266;1011;-79;-113;-23;6;245;1015;-255;-1090;-34;90;6;239;1378;2296;2244;2147;2141
quieren;11;2939;2939;3118;4467;213;248;8274.0;30707.0;3917.0;42898.0;3;104;675;1159;1157;1122;1104;3;101;571;484;-2;-35;-18;3;98;470;-87;-486;-33;17;3;100;647;1118;1120;1083;1059
quieren;18;5351;5351;5494;8033;206;346;10249.0;43463.0;4395.0;58107.0;7;204;1254;2124;2083;2024;2007;7;197;1050;870;-41;-59;-17;7;190;853;-180;-911;-18;42;5;190;1193;2020;1980;1920;1925
ultimo;10;10905;10905;11301;16534;747;646;25597.0;93886.0;8701.0;128184.0;12;449;2665;4352;4193;4084;4035;12;437;2216;1687;-159;-109;-49;12;425;1779;-529;-1846;50;60;12;420;2454;4020;3880;3757;3699
interesante;10;5791;5791;5978;7746;108;344;12948.0;68579.0;5903.0;87430.0;7;226;1349;2255;2197;2163;2238;7;219;1123;906;-58;-34;75;7;212;904;-217;-964;24;109;6;211;1291;2155;2080;2044;2121
interesante;12;3365;3365;3534;5077;195;315;7707.0;41928.0;3586.0;53221.0;7;134;803;1319;1264;1230;1291;7;127;669;516;-55;-34;61;7;120;542;-153;-571;21;95;6;129;767;1259;1203;1172;1219
hombre;13;3474;3474;3690;5564;236;321;7733.0;31640.0;3790.0;43163.0;0;134;829;1397;1375;1315;1270;0;134;695;568;-22;-60;-45;0;134;561;-127;-590;-38;15;0;132;800;1344;1318;1261;1219
hombre;18;5152;5152;5593;7825;424;528;20789.0;66453.0;6743.0;93985.0;5;214;1296;2145;2034;1910;1817;5;209;1082;849;-111;-124;-93;5;204;873;-233;-960;-13;31;5;203;1172;1921;1822;1720;1651
entrar;10;5923;5923;6132;8445;640;531;23329.0;71742.0;5520.0;100591.0;4;250;1439;2332;2281;2271;2199;4;246;1189;893;-51;-10;-72;4;242;943;-296;-944;41;-62;4;240;1327;2131;2086;2081;1996
genero;13;9995;9995;10240;13654;615;767;16260.0;73722.0;7355.0;97337.0;6;368;2308;3925;3845;3792;3836;6;362;1940;1617;-80;-53;44;6;356;1578;-323;-1697;27;97;6;344;2145;3661;3596;3511;3519
libertad;11;3658;3658;3866;5105;156;286;9803.0;40793.0;3248.0;53844.0;6;128;872;1442;1360;1384;1420;6;122;744;570;-82;24;36;6;116;622;-174;-652;106;12;5;126;851;1397;1317;1335;1362
libertad;15;11014;11014;11278;17035;364;652;25645.0;91938.0;11010.0;128593.0;6;411;2655;4346;4205;4226;4148;6;405;2244;1691;-141;21;-78;6;399;1839;-553;-1832;162;-99;6;388;2420;3990;3892;3884;3850
partidos;10;6609;6609;6740;7721;126;381;21737.0;87277.0;6816.0;115830.0;8;259;1571;2645;2548;2492;2482;8;251;1312;1074;-97;-56;-10;8;243;1061;-238;-1171;41;46;8;242;1462;2461;2391;2340;2304
puntos;10;4654;4654;5066;7173;352;499;10438.0;50458.0;4694.0;65590.0;5;168;1096;1865;1815;1763;1738;5;163;928;769;-50;-52;-25;5;158;765;-159;-819;-2;27;4;151;953;1607;1589;1554;1505
puedes;22;4354;4354;4565;6109;369;444;11025.0;40769.0;3415.0;55209.0;5;185;1020;1718;1671;1629;1658;5;180;835;698;-47;-42;29;5;175;655;-137;-745;5;71;5;171;968;1627;1584;1556;1569
problema;10;3048;3048;3424;3516;888;837;13302.0;44996.0;3083.0;61381.0;1;109;704;1195;1220;1211;1123;1;108;595;491;25;-9;-88;1;107;487;-104;-466;-34;-79;1;105;639;1094;1122;1107;1039
problema;14;7213;7213;7390;10427;266;452;16424.0;71680.0;6669.0;94773.0;7;271;1804;2950;2779;2669;2623;7;264;1533;1146;-171;-110;-46;7;257;1269;-387;-1317;61;64;7;255;1685;2754;2593;2499;2448
musica;10;5781;5781;5949;8752;246;369;8666.0;37936.0;4448.0;51050.0;4;245;1431;2246;2143;2186;2203;4;241;1186;815;-103;43;17;4;237;945;-371;-918;146;-26;4;224;1349;2135;2028;2061;2081
entonces;16;2829;2829;2983;3908;63;133;6692.0;29636.0;1909.0;38237.0;5;119;665;1099;1079;1061;1080;5;114;546;434;-20;-18;19;5;109;432;-112;-454;2;37;4;117;650;1069;1047;1026;1051
lleva;12;5796;5796;5984;7940;412;461;9717.0;47422.0;4216.0;61355.0;0;209;1425;2345;2190;2188;2181;0;209;1216;920;-155;-2;-7;0;209;1007;-296;-1075;153;-5;0;208;1345;2204;2068;2077;2079
visto;10;1556;3273;1722;1606;540;423;35932.0;73038.0;2087.0;111057.0;0;77;424;681;627;540;505;0;77;347;257;-54;-87;-35;0;77;270;-90;-311;-33;52;0;62;356;595;560;468;433
trans;10;2371;2371;2436;3559;372;272;10800.0;36614.0;3067.0;50481.0;2;2;469;967;958;934;942;2;0;467;498;-9;-24;8;2;-2;467;31;-507;-15;32;2;2;443;917;892;854;872
trans;14;3604;3604;3717;4772;163;294;8043.0;52261.0;3315.0;63619.0;0;137;837;1415;1373;1347;1394;0;137;700;578;-42;-26;47;0;137;563;-122;-620;16;73;0;124;795;1360;1317;1296;1338
niños;10;4068;4068;4138;5434;138;272;10693.0;64152.0;4176.0;79021.0;0;162;954;1565;1548;1535;1566;0;162;792;611;-17;-13;31;0;162;630;-181;-628;4;44;0;148;885;1463;1449;1442;1455
ingles;10;2479;2479;2598;3867;321;278;7788.0;21803.0;2950.0;32541.0;0;91;614;976;915;924;950;0;91;523;362;-61;9;26;0;91;432;-161;-423;70;17;0;89;592;929;859;866;896
#unfuegoazul;11;3545;3545;3985;5539;657;681;17798.0;49322.0;5530.0;72650.0;0;139;880;1450;1416;1369;1249;0;139;741;570;-34;-47;-120;0;139;602;-171;-604;-13;-73;0;129;787;1295;1267;1202;1115
#felizlunesatodos;11;5392;5392;6108;8172;747;693;21729.0;60869.0;6399.0;88997.0;0;217;1390;2272;2112;1951;1890;0;217;1173;882;-160;-161;-61;0;217;956;-291;-1042;-1;100;0;199;1267;2041;1871;1742;1680
#camadrid2020;11;4272;4272;4621;5133;353;681;13144.0;43247.0;5001.0;61392.0;137;749;1304;1313;1338;1452;1493;137;612;555;9;25;114;41;137;475;-57;-546;16;89;-73;130;713;1237;1245;1269;1377;1422
#nomasbasuravk;11;5209;5209;5302;6686;116;310;18847.0;92746.0;4603.0;116196.0;164;997;1710;1686;1611;1654;1724;164;833;713;-24;-75;43;70;164;669;-120;-737;-51;118;27;156;957;1636;1602;1537;1561;1631
#nofirmesalmeida;11;3657;3657;3757;5451;147;258;13795.0;40637.0;4302.0;58734.0;109;737;1192;1162;1167;1127;1189;109;628;455;-30;5;-40;62;109;519;-173;-485;35;-45;102;105;705;1134;1103;1121;1076;1134
martes;11;455;455;469;650;30;50;4522.0;10469.0;4433.0;19424.0;0;0;0;0;0;0;455;0;0;0;0;0;0;455;0;0;0;0;0;0;455;0;0;0;0;0;0;442
juego;11;4353;4353;4604;6303;380;417;26517.0;38592.0;5099.0;70208.0;146;916;1484;1402;1358;1333;1365;146;770;568;-82;-44;-25;32;146;624;-202;-650;38;19;57;137;866;1402;1335;1299;1272;1303
juego;13;3038;3038;3510;5830;311;252;11549.0;30830.0;5655.0;48034.0;113;697;1094;988;941;875;890;113;584;397;-106;-47;-66;15;113;471;-187;-503;59;-19;81;93;577;911;840;806;760;767
pueden;18;2649;2649;2683;3589;173;161;7973.0;24985.0;1889.0;34847.0;0;0;549;1051;1006;1077;1094;0;0;549;502;-45;71;17;0;0;549;-47;-547;116;-54;0;0;465;893;866;935;962
campaña;11;9751;9751;10004;14746;400;567;15218.0;56464.0;6774.0;78456.0;291;1914;3141;3052;3061;3096;3258;291;1623;1227;-89;9;35;162;291;1332;-396;-1316;98;26;127;275;1796;2968;2918;2903;2901;3038
plaza;11;10787;10787;11449;16858;546;752;31135.0;91990.0;9893.0;133018.0;360;2194;3644;3520;3450;3431;3333;360;1834;1450;-124;-70;-19;-98;360;1474;-384;-1574;54;51;-79;336;2025;3350;3258;3182;3125;3092
merece;12;14401;14401;14865;19171;1495;1295;28414.0;120964.0;8970.0;158348.0;479;2837;4839;4730;4485;4455;4598;479;2358;2002;-109;-245;-30;143;479;1879;-356;-2111;-136;215;173;451;2634;4474;4372;4172;4140;4267
entrada;11;5338;5338;5817;7890;308;392;11814.0;47434.0;3619.0;62867.0;188;1116;1859;1720;1621;1650;1670;188;928;743;-139;-99;29;20;188;740;-185;-882;40;128;-9;176;1020;1689;1572;1491;1528;1552
tarde;11;3508;3508;3740;5340;306;287;8023.0;42901.0;2982.0;53906.0;109;717;1149;1129;1145;1085;1105;109;608;432;-20;16;-60;20;109;499;-176;-452;36;-76;80;96;647;1031;1004;1018;944;957
tarde;13;4473;4473;4722;6312;345;504;16842.0;68133.0;4066.0;89041.0;170;928;1517;1497;1400;1361;1386;170;758;589;-20;-97;-39;25;170;588;-169;-609;-77;58;64;165;878;1430;1411;1320;1282;1308
alumnos;14;13350;13350;13904;20737;868;1007;25645.0;94459.0;9758.0;129862.0;398;2573;4429;4419;4273;4221;4250;398;2175;1856;-10;-146;-52;29;398;1777;-319;-1866;-136;94;81;373;2396;4128;4102;3957;3922;3977
#rmcastilla;12;7487;7487;7980;10816;549;814;28068.0;94229.0;7226.0;129523.0;251;1523;2534;2455;2342;2319;2360;251;1272;1011;-79;-113;-23;41;251;1021;-261;-1090;-34;90;64;233;1378;2296;2244;2147;2141;2190
#serviciospúblicos;12;6402;6402;6579;9659;234;405;12220.0;51478.0;5214.0;68912.0;197;1254;2124;2083;2024;2007;2057;197;1057;870;-41;-59;-17;50;197;860;-187;-911;-18;42;67;185;1193;2020;1980;1920;1925;1977
#sudán;12;12977;12977;13454;19633;848;768;28973.0;109840.0;10587.0;149400.0;437;2665;4352;4193;4084;4035;4104;437;2228;1687;-159;-109;-49;69;437;1791;-541;-1846;50;60;118;408;2454;4020;3880;3757;3699;3783
fuerza;12;6933;6933;7139;9220;122;423;17039.0;82491.0;6785.0;106315.0;219;1349;2255;2197;2163;2238;2296;219;1130;906;-58;-34;75;58;219;911;-224;-964;24;109;-17;205;1291;2155;2080;2044;2121;2183
